,Sample Name,Total_wt%,Total_Oxide%,Al2O3,CaO,Cr2O3,FeOt,MgO,MnO,NiO,SiO2,TiO2,Oxide % Sigma_Al2O3,Oxide % Sigma_CaO,Oxide % Sigma_Cr2O3,Oxide % Sigma_FeOt,Oxide % Sigma_MgO,Oxide % Sigma_MnO,Oxide % Sigma_NiO,Oxide % Sigma_SiO2,Oxide % Sigma_TiO2,Al2O3_norm,CaO_norm,Cr2O3_norm,FeOt_norm,MgO_norm,MnO_norm,NiO_norm,SiO2_norm,TiO2_norm,Wt%_Al,Wt%_Ca,Wt%_Cr,Wt%_Fe,Wt%_Mg,Wt%_Mn,Wt%_Ni,Wt%_O,Wt%_Si,Wt%_Ti,Wt% Sigma_Al,Wt% Sigma_Ca,Wt% Sigma_Cr,Wt% Sigma_Fe,Wt% Sigma_Mg,Wt% Sigma_Mn,Wt% Sigma_Ni,Wt% Sigma_Si,Wt% Sigma_Ti,Atomic %_Al,Atomic %_Ca,Atomic %_Cr,Atomic %_Fe,Atomic %_Mg,Atomic %_Mn,Atomic %_Ni,Atomic %_O,Atomic %_Si,Atomic %_Ti,Beam Current (nA)_Ni,Intensity Correction_Al,Intensity Correction_Ca,Intensity Correction_Cr,Intensity Correction_Fe,Intensity Correction_Mg,Intensity Correction_Mn,Intensity Correction_Ni,Intensity Correction_Si,Intensity Correction_Ti,Oxide_Al2O3,Oxide_CaO,Oxide_Cr2O3,Oxide_FeOt,Oxide_MgO,Oxide_MnO,Oxide_NiO,Oxide_SiO2,Oxide_TiO2,Signal Type_Al,Signal Type_Ca,Signal Type_Cr,Signal Type_Fe,Signal Type_Mg,Signal Type_Mn,Signal Type_Ni,Signal Type_Si,Signal Type_Ti,Standard Name_Al,Standard Name_Ca,Standard Name_Cr,Standard Name_Fe,Standard Name_Mg,Standard Name_Mn,Standard Name_Ni,Standard Name_Si,Standard Name_Ti,Standardization Date_Fe,Standardization Date_Mg,Standardization Date_Ni,Standardization Date_Si,k Ratio_Al,k Ratio_Ca,k Ratio_Cr,k Ratio_Fe,k Ratio_Mg,k Ratio_Mn,k Ratio_Ni,k Ratio_Si,k Ratio_Ti,Apparent Concentration_Mg,Apparent Concentration_Si,Apparent Concentration_Ca,Apparent Concentration_Mn,Apparent Concentration_Fe,Apparent Concentration_Ni,Apparent Concentration_Al,Apparent Concentration_Ti,Apparent Concentration_Cr,Factory Standard_Mg,Factory Standard_Si,Factory Standard_Ca,Factory Standard_Mn,Factory Standard_Fe,Factory Standard_Ni,Factory Standard_Al,Factory Standard_Ti,Factory Standard_Cr,Line_O,Line_Mg,Line_Si,Line_Ca,Line_Mn,Line_Fe,Line_Ni,Line_Al,Line_Ti,Line_Cr,SampleID,Fo
78,Springwater_6,99.5713,99.5713,,0.0193,,16.4409,43.3241,0.3537,0.0118,39.4216,,,0.0222,,0.1005,0.1232,0.0364,0.0077,0.1348,,0.0,0.019383075863149458,0.0,16.51166901339139,43.510586373195515,0.35522248356455766,0.011850792496640599,39.591288261488735,0.0,,0.0138,,12.7798,26.1292,0.2739,0.0093,41.9379,18.4274,,,0.0159,,0.0781,0.0743,0.0282,0.0061,0.063,,,0.0075,,4.9894,23.433,0.1087,0.0034,57.1527,14.3053,,99.157,,0.959,,0.928,0.803,0.826,0.878,1.011,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00012,,0.10777,0.12134,0.00226,8e-05,0.09652,,20.99,18.62,0.01,0.23,11.86,0.01,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,Springwater_6,0.8244761649420809
79,Springwater_7,99.7477,99.7477,,0.0289,,16.5446,43.2983,0.3374,-0.009,39.5475,,,0.0223,,0.1002,0.1231,0.0362,0.0076,0.1347,,0.0,0.028970485190468413,0.0,16.584951186236115,43.40390169281862,0.3382228963067142,0.0,39.64395373944808,0.0,,0.0207,,12.8604,26.1137,0.2613,-0.0071,42.0125,18.4863,,,0.0159,,0.0779,0.0742,0.0281,0.0059,0.063,,,0.0112,,5.0129,23.3822,0.1035,-0.0026,57.1642,14.3285,,99.154,,0.959,,0.928,0.802,0.826,0.878,1.011,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00018,,0.10845,0.12119,0.00216,-6e-05,0.09687,,20.96,18.69,0.02,0.22,11.93,-0.01,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,Springwater_7,0.8234778178248442
80,Springwater_8_Aftervent,99.9483,99.9483,,-0.0007,,16.592,43.4498,0.353,0.0027,39.5514,,,0.0192,,0.0865,0.1063,0.0311,0.0072,0.1161,,0.0,0.0,0.0,16.60048284673468,43.472014199255824,0.3531804752228388,0.002701380405387153,39.57162109838127,0.0,,-0.0005,,12.8972,26.205,0.2734,0.0021,42.0828,18.4881,,,0.0137,,0.0672,0.0641,0.0241,0.0056,0.0543,,,-0.0003,,5.0178,23.4195,0.1081,0.0008,57.1513,14.3027,,99.762,,0.959,,0.928,0.802,0.826,0.878,1.011,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.0,,0.10877,0.1216,0.00226,2e-05,0.09683,,21.03,18.68,0.0,0.23,11.97,0.0,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,Springwater_8_Aftervent,0.8235696662280494
81,K24_33_DffCryst,100.7047,100.7047,,0.226,,11.27,47.8784,0.1715,0.4094,40.7493,,,0.0224,,0.0805,0.1177,0.0323,0.0103,0.1289,,0.0,0.22441874551907262,0.0,11.191147176990922,47.54340913920516,0.17030006573681838,0.40653555051109885,40.46418932203692,0.0,,0.1615,,8.7603,28.876,0.1328,0.3217,43.4042,19.0481,,,0.016,,0.0626,0.071,0.0251,0.0081,0.0602,,,0.0849,,3.304,25.0171,0.0509,0.1154,57.1425,14.2851,,99.485,,0.95,,0.922,0.851,0.82,0.877,1.007,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00137,,0.07342,0.14217,0.00109,0.00269,0.09943,,24.59,19.18,0.15,0.11,8.08,0.28,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_33_DffCryst,0.8833513491539452
82,K24_34_DiffCryst,101.1342,101.1342,,0.2414,,13.4618,46.1262,0.1746,0.3945,40.7357,,,0.0239,,0.092,0.1245,0.0343,0.0106,0.1368,,0.0,0.23869274686505654,0.0,13.310828582220458,45.608903812953486,0.17264189561987936,0.3900757607218924,40.27885720161924,0.0,,0.1725,,10.4641,27.8192,0.1352,0.31,43.1914,19.0417,,,0.0171,,0.0715,0.0751,0.0266,0.0083,0.0639,,,0.0912,,3.9686,24.2361,0.0521,0.1118,57.18,14.3601,,99.369,,0.954,,0.925,0.83,0.823,0.878,1.01,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00147,,0.08795,0.13347,0.00111,0.00259,0.09966,,23.08,19.22,0.16,0.11,9.67,0.27,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_34_DiffCryst,0.859308872975683
83,K24_34_FIA,101.4023,101.4023,,0.2677,,13.6619,46.1901,0.2123,0.3322,40.7381,,,0.0242,,0.0929,0.1253,0.035,0.0102,0.1372,,0.0,0.2639979566538431,0.0,13.472968561857076,45.55133364825058,0.2093640874023567,0.32760598132389496,40.17472976451224,0.0,,0.1913,,10.6196,27.8577,0.1644,0.2611,43.2653,19.0428,,,0.0173,,0.0722,0.0756,0.0271,0.008,0.0641,,,0.1009,,4.0198,24.2225,0.0633,0.094,57.1665,14.333,,99.158,,0.954,,0.925,0.829,0.823,0.878,1.01,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00163,,0.08926,0.13348,0.00135,0.00219,0.09965,,23.09,19.22,0.18,0.14,9.82,0.23,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_34_FIA,0.8576846364677182
84,K24_36_FIA,100.8815,100.8815,,0.2199,,12.7717,46.7699,0.1711,0.3644,40.5846,,,0.0237,,0.09,0.1253,0.0345,0.0104,0.137,,0.0,0.21797830327829854,0.0,12.660088658387652,46.3611798385434,0.16960476439707536,0.3612155239409367,40.22993291145263,0.0,,0.1572,,9.9276,28.2074,0.1325,0.2863,43.1994,18.9711,,,0.017,,0.07,0.0756,0.0267,0.0082,0.0641,,,0.083,,3.7624,24.5561,0.0511,0.1032,57.1481,14.2962,,99.218,,0.952,,0.924,0.837,0.822,0.878,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00134,,0.08336,0.13652,0.00109,0.0024,0.09914,,23.61,19.12,0.15,0.11,9.17,0.25,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_36_FIA,0.8671561292033481
85,K24_36_FIB,100.8552,100.8552,,0.2412,,12.5609,47.0249,0.1715,0.3696,40.4871,,,0.0236,,0.0899,0.1254,0.0346,0.0105,0.1371,,0.0,0.23915474859005784,0.0,12.454390056239044,46.62615313836074,0.17004576858704362,0.36646598291411847,40.143790305309,0.0,,0.1724,,9.7638,28.3612,0.1328,0.2905,43.209,18.9255,,,0.0169,,0.0698,0.0757,0.0268,0.0083,0.0641,,,0.091,,3.6981,24.6752,0.0511,0.1046,57.1266,14.2533,,99.21,,0.952,,0.923,0.839,0.822,0.878,1.007,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00147,,0.08196,0.13761,0.00109,0.00243,0.09882,,23.8,19.06,0.16,0.11,9.02,0.25,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_36_FIB,0.8696791531603143
86,K24_36_FIC,100.9089,100.9089,,0.227,,12.661,46.9136,0.2182,0.3869,40.5021,,,0.0239,,0.0901,0.1252,0.0343,0.0106,0.1369,,0.0,0.2249556034756136,0.0,12.546973108390944,46.49108898331959,0.21623485761400393,0.3834155197564534,40.13733192744339,0.0,,0.1622,,9.8416,28.2941,0.169,0.3041,43.2054,18.9325,,,0.0171,,0.07,0.0755,0.0266,0.0083,0.064,,,0.0856,,3.7281,24.6205,0.0651,0.1096,57.1304,14.2607,,99.156,,0.952,,0.924,0.837,0.822,0.878,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00138,,0.08263,0.13703,0.00139,0.00254,0.09887,,23.7,19.07,0.15,0.14,9.09,0.27,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_36_FIC,0.8685065020637057
87,K24_37_FIA,101.6943,101.6943,,0.2443,,11.0557,48.4583,0.1569,0.4039,41.3751,,,0.0239,,0.0857,0.1262,0.0343,0.0107,0.1383,,0.0,0.24023002295116136,0.0,10.871514796320733,47.65099681201091,0.15428608514546552,0.39717112677025823,40.685801156801475,0.0,,0.1746,,8.5937,29.2258,0.1215,0.3174,43.9206,19.3406,,,0.0171,,0.0666,0.0761,0.0266,0.0084,0.0647,,,0.0907,,3.2046,25.0346,0.0461,0.1126,57.1705,14.3409,,99.189,,0.949,,0.921,0.855,0.82,0.877,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00148,,0.07199,0.14446,0.001,0.00266,0.10104,,24.99,19.49,0.17,0.1,7.92,0.28,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_37_FIA,0.8865317582537959
88,K24_38_centerofclump,100.5758,100.5758,,0.2561,,11.7687,47.2634,0.2265,0.3893,40.6717,,,0.0239,,0.0872,0.1252,0.0345,0.0106,0.1372,,0.0,0.25463407164951374,0.0,11.701335412032925,46.992862092930984,0.22520350343074916,0.3870716286339543,40.43889329132186,0.0,,0.1831,,9.148,28.5051,0.1754,0.306,43.2465,19.0118,,,0.0171,,0.0678,0.0755,0.0267,0.0083,0.0641,,,0.0966,,3.4637,24.7919,0.0675,0.1102,57.1567,14.3134,,98.998,,0.951,,0.923,0.846,0.821,0.877,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00156,,0.07672,0.1394,0.00144,0.00256,0.09934,,24.11,19.16,0.17,0.14,8.44,0.27,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_38_centerofclump,0.8774315400174151
89,K24_38_FIA,101.8126,101.8126,,0.2493,,12.951,47.065,0.2321,0.3533,40.962,,,0.024,,0.0913,0.1262,0.035,0.0105,0.138,,0.0,0.24486139744845192,0.0,12.720417001022465,46.2270424023722,0.2279676307572631,0.3470097541858727,40.232701814213755,0.0,,0.1782,,10.067,28.3854,0.1797,0.2776,43.5772,19.1475,,,0.0172,,0.071,0.0761,0.0271,0.0082,0.0645,,,0.0933,,3.7824,24.4987,0.0687,0.0992,57.1526,14.3051,,98.933,,0.953,,0.924,0.836,0.822,0.878,1.009,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00152,,0.08453,0.13721,0.00148,0.00232,0.1001,,23.73,19.31,0.17,0.15,9.3,0.24,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_38_FIA,0.8662722336140233
90,K24_39_FIA,99.3282,99.3282,,0.2476,,14.9381,44.0529,0.2442,0.3231,39.5223,,,0.0239,,0.0959,0.123,0.0349,0.0102,0.1346,,0.0,0.24927462694380853,0.0,15.039132894787183,44.35084900360623,0.24585163125879658,0.3252852664198083,39.789606576984184,0.0,,0.1769,,11.6116,26.5688,0.1892,0.2539,42.0533,18.4745,,,0.0171,,0.0745,0.0742,0.027,0.008,0.0629,,,0.096,,4.5207,23.7612,0.0749,0.094,57.1511,14.3021,,99.062,,0.957,,0.927,0.813,0.825,0.878,1.01,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00151,,0.09781,0.12494,0.00156,0.00213,0.09672,,21.61,18.66,0.17,0.16,10.76,0.22,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_39_FIA,0.8401725707110967
91,K24_39_FIB,99.0178,99.0178,,0.2431,,13.155,45.3854,0.2401,0.3548,39.6395,,,0.0238,,0.0909,0.1235,0.0344,0.0104,0.1348,,0.0,0.24551116515296728,0.0,13.285476666340127,45.83555094583908,0.24248140992689204,0.3583190514038371,40.03266076133709,0.0,,0.1737,,10.2256,27.3724,0.1859,0.2788,42.252,18.5293,,,0.017,,0.0706,0.0745,0.0266,0.0081,0.063,,,0.0938,,3.9614,24.3587,0.0732,0.1027,57.1367,14.2735,,98.921,,0.954,,0.925,0.83,0.823,0.878,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00148,,0.08594,0.13139,0.00153,0.00233,0.09685,,22.73,18.68,0.17,0.15,9.45,0.24,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_39_FIB,0.8601366034514631
92,K24_40_FIA,102.4236,102.4236,,0.2372,,10.9954,48.9169,0.1752,0.3539,41.745,,,0.0239,,0.085,0.1267,0.0343,0.0103,0.1386,,0.0,0.2315872513756595,0.0,10.735221179493788,47.75940310631533,0.17105432732299974,0.3455258358425206,40.75720829964968,0.0,,0.1695,,8.5469,29.5023,0.1357,0.2781,44.2775,19.5135,,,0.0171,,0.0661,0.0764,0.0266,0.0081,0.0648,,,0.0874,,3.1618,25.0707,0.051,0.0979,57.1771,14.3541,,98.967,,0.949,,0.921,0.857,0.82,0.877,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00144,,0.07157,0.14617,0.00111,0.00233,0.10197,,25.28,19.67,0.16,0.11,7.87,0.24,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_40_FIA,0.8880208365686062
93,K24_40_core,100.1599,100.1599,,0.2894,,10.4984,48.0578,0.1526,0.3935,40.7682,,,0.0239,,0.0837,0.1251,0.034,0.0106,0.137,,0.0,0.28893798815693705,0.0,10.481639857867272,47.98107825586887,0.15235638214495026,0.39287179799500604,40.70311571796697,0.0,,0.2068,,8.1606,28.9842,0.1182,0.3092,43.324,19.0569,,,0.0171,,0.0651,0.0754,0.0264,0.0083,0.064,,,0.1089,,3.0845,25.1656,0.0454,0.1112,57.1614,14.3229,,98.986,,0.949,,0.921,0.859,0.819,0.877,1.008,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00175,,0.06832,0.14395,0.00097,0.00259,0.09953,,24.9,19.2,0.2,0.1,7.52,0.27,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,K24_40_core,0.8908271537956668
94,SanCarlos_crystal1_10,99.3271,99.3271,,0.0886,,9.7758,48.3786,0.1143,0.3632,40.6066,,,0.0225,,0.0808,0.1243,0.0337,0.0104,0.1364,,0.0,0.08920022833647616,0.0,9.842026999680854,48.70634499547455,0.1150743352015714,0.36566052970438084,40.88169291160217,0.0,,0.0633,,7.5988,29.1776,0.0886,0.2854,43.1319,18.9814,,,0.0161,,0.0628,0.075,0.0261,0.0082,0.0638,,,0.0335,,2.8852,25.4481,0.0342,0.1031,57.1653,14.3306,,99.023,,0.947,,0.92,0.867,0.819,0.877,1.006,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00054,,0.06355,0.14631,0.00073,0.00239,0.09901,,25.31,19.1,0.06,0.07,6.99,0.25,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,SanCarlos_crystal1_10,0.8981818414447281
95,SanCarlos_crystal1_11,99.8221,99.8221,,0.1278,,9.7394,48.6085,0.1689,0.3686,40.8087,,,0.0245,,0.0875,0.1342,0.0366,0.0111,0.1474,,0.0,0.12802801789987966,0.0,9.756776819515556,48.695226197858375,0.1692013476000757,0.3692576478708579,40.88150996925524,0.0,,0.0913,,7.5706,29.3163,0.1308,0.2897,43.3474,19.0759,,,0.0175,,0.068,0.081,0.0283,0.0087,0.0689,,,0.0481,,2.8602,25.4419,0.0502,0.1041,57.1652,14.3303,,98.965,,0.947,,0.92,0.867,0.819,0.877,1.007,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00077,,0.06332,0.14705,0.00107,0.00242,0.09953,,25.43,19.2,0.09,0.11,6.97,0.25,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,SanCarlos_crystal1_11,0.8989539409313095
96,SanCarlos_crystal1_12,99.3757,99.3757,,0.1111,,9.5884,48.405,0.1058,0.3686,40.7968,,,0.0225,,0.0812,0.1247,0.0338,0.0104,0.137,,0.0,0.11179795463075984,0.0,9.648636437277927,48.70909085420279,0.10646465886529606,0.37091562625470814,41.05309446876852,0.0,,0.0794,,7.4532,29.1936,0.0819,0.2897,43.2076,19.0703,,,0.0161,,0.0631,0.0752,0.0262,0.0082,0.064,,,0.042,,2.8261,25.4281,0.0316,0.1045,57.1893,14.3785,,98.885,,0.947,,0.92,0.869,0.819,0.877,1.007,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,0.00067,,0.06232,0.1467,0.00067,0.00242,0.09956,,25.37,19.2,0.08,0.07,6.86,0.25,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,SanCarlos_crystal1_12,0.8999874856964339
97,Springwater_11,99.7702,99.7702,,-0.0057,,16.5258,43.4693,0.31,-0.0031,39.4739,,,0.0239,,0.1076,0.1324,0.0388,0.0086,0.1448,,0.0,0.0,0.0,16.562402910432056,43.56557993164894,0.31068661742450815,0.0,39.561330540494495,0.0,,-0.0041,,12.8457,26.2168,0.2401,-0.0024,42.0222,18.4519,,,0.0171,,0.0836,0.0799,0.0301,0.0067,0.0677,,,-0.0022,,5.0046,23.4621,0.0951,-0.0009,57.1471,14.2942,,98.893,,0.959,,0.928,0.803,0.826,0.878,1.01,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,-3e-05,,0.10833,0.12177,0.00198,-2e-05,0.09662,,21.06,18.64,0.0,0.2,11.92,0.0,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,Springwater_11,0.8242148322986053
98,Springwater_12,100.2776,100.2776,,0.008,,16.6025,43.6501,0.3402,0.0032,39.6736,,,0.021,,0.0943,0.116,0.0341,0.0072,0.1267,,0.0,0.007977853478743009,0.0,16.55653904760385,43.52926276656003,0.33925821918354643,0.003191141391497204,39.56377097178233,0.0,,0.0057,,12.9053,26.3258,0.2635,0.0025,42.2294,18.5452,,,0.015,,0.0733,0.0699,0.0264,0.0057,0.0592,,,0.0031,,5.0032,23.4445,0.1038,0.0009,57.1481,14.2962,,98.897,,0.959,,0.928,0.803,0.826,0.878,1.01,,,CaO,,FeO,MgO,MnO,NiO,SiO2,,,EDS,,EDS,EDS,EDS,WDS,EDS,,,Wollastonite,,Fayalite,Forsterite,Mn,UCB Standard Block 2 - NiO,Forsterite,,2024-06-08 17:20:33,2024-06-08 17:20:18,2024-06-08 10:44:59,2024-06-08 17:20:22,,5e-05,,0.10883,0.12224,0.00218,2e-05,0.09712,,21.14,18.73,0.01,0.22,11.97,0.0,,,,No,No,Yes,Yes,No,No,,,,K series,K series,K series,K series,K series,K series,Kα,,,,Springwater_12,0.8241452972419079
99,Jhyp1_4,100.5453,100.5453,1.0655,1.3538,0.6965,14.7759,27.0426,0.4909,,55.12,,0.0416,0.0305,0.038,0.0965,0.1009,0.0387,,0.1497,,1.0597223935105802,1.3464591049597592,0.6927232727171461,14.695778614991067,26.89596320858678,0.48823812573847386,0.0,54.82111527949618,0.0,0.5639,0.9676,0.4765,11.4855,16.3097,0.3802,,44.5962,25.7656,,0.022,0.0218,0.026,0.075,0.0609,0.03,,0.07,,0.4502,0.52,0.1974,4.43,14.4503,0.1491,,60.0423,19.7607,,,0.622,0.954,0.86,0.923,0.79,0.822,,1.118,,Al2O3,CaO,Cr2O3,FeO,MgO,MnO,,SiO2,,EDS,EDS,EDS,EDS,EDS,EDS,,EDS,,Al2O3,Wollastonite,Cr,Fayalite,Forsterite,Mn,,Forsterite,,45451.722604166665,2024-06-08 17:20:18,,45451.72247685185,0.00252,0.00825,0.0041,0.09639,0.07448,0.00313,,0.14938,,12.88,28.81,0.92,0.31,10.6,,0.35,,0.41,No,No,Yes,Yes,No,,Yes,,Yes,K series,K series,K series,K series,K series,K series,,K series,,K series,Jhyp1_4,0.7653884621869994
